SKU,Discontinue,ID
"BOCH-131009-84","Test by karan","testtt"
"VPCH-190622-84","Test by karan","testtt"
"BOCH-193810-120","Test by karan","testtt"
"PTSCH-11082-84","Test by karan","testtt"
"BOCH-131009-96","Test by karan","testtt"
"BOCH-191016-84","Test by karan","testtt"
"BOCH-KC8-50X96","Test by karan","testtt"
"VCCH-VET1202-96","Test by karan","testtt"
"CZCH-CTZ6-GR-50X120","Test by karan","testtt"
"PRTW-D-17-120","Test by karan","testtt"
"BOCH-KC7-50X84","Test by karan","testtt"
"BOCH-KC1-50X96","Test by karan","testtt"
"PTCH-JTSP29-120","Test by karan","testtt"
"BOCH-KC5-50X96","Test by karan","testtt"
"VCCH-VET1204-96","Test by karan","testtt"
"BOCH-201303-50 X 96","Test by karan","testtt"
"BOCH-201303-50X96","Test by karan","testtt"
"PRTW-D-05-84","Test by karan","testtt"
"VPCH-194023-50X120","Test by karan","testtt"
"PRTW-D-17-84","Test by karan","testtt"
"BOCH-120601-96","Test by karan","testtt"
"PTSCH-11100","Test by karan","testtt"
"PRTW-D-02-120","Test by karan","testtt"
"BOCH-190303-108","Test by karan","testtt"
"DIS-ID7906","Test by karan","testtt"
"DIS-ID112","Test by karan","testtt"
"PRTW-D-11-84","Test by karan","testtt"
"BOCH-154702-84","Test by karan","testtt"
"PRTW-D-13-96","Test by karan","testtt"
"VCCH-VET1205-96","Test by karan","testtt"
"BOCH-KC6-50X120","Test by karan","testtt"
"PTC-003-Mediterranean-50X108","Test by karan","testtt"
"CZCH-CTZ6-GR-50X84","Test by karan","testtt"
"PRTW-D-06A-108","Test by karan","testtt"
"PRTW-D-15-108","Test by karan","testtt"
"PRTW-D-11-96","Test by karan","testtt"
"VCCH-VET12010-96","Test by karan","testtt"
"BOCH-KC3-50X96","Test by karan","testtt"
"BOCH-KC1-50X84","Test by karan","testtt"
"SHCH-OUR-192-COC-48X84","Test by karan","testtt"
"BOCH-190303-120-GR","Test by karan","testtt"
"BOCH-131009-120","Test by karan","testtt"
"BOCH-131009-120-GR","Test by karan","testtt"
"PRTW-D-16-108","Test by karan","testtt"
"BOCH-KC2-50X96","Test by karan","testtt"
"CZCH-CTZ11-50X84","Test by karan","testtt"
"CZCH-CTZ5-GR-50X120","Test by karan","testtt"
"BOCH-KC2-50X108","Test by karan","testtt"
"PTC-003-Mediterranean-50X120","Test by karan","testtt"
"PRTW-D-06B-96","Test by karan","testtt"
"BOCH-174402-120-GR","Test by karan","testtt"
"CZCH-CTZ5-50X84","Test by karan","testtt"
"CZCH-CTZ9-GR-50X84","Test by karan","testtt"
"PRTW-D-06B-84","Test by karan","testtt"
"PTSCH-11100-50X108","Test by karan","testtt"
"PTSCH-11096-108","Test by karan","testtt"
"BOCH-120601-84","Test by karan","testtt"
"BOCH-174402-96","Test by karan","testtt"
"VPCH-141113-84","Test by karan","testtt"
"BOCH-190303-96","Test by karan","testtt"
"BOCH-191016-96","Test by karan","testtt"
"BOCH-KC91C-50X120","Test by karan","testtt"
"VCCH-VET1207-96","Test by karan","testtt"
"PRTW-D-16-120","Test by karan","testtt"
"BOCH-154702-108","Test by karan","testtt"
"VPCH-192018-50X96","Test by karan","testtt"
"VPCH-VET-1213-100X108","Test by karan","testtt"
"PRTW-D-13-84","Test by karan","testtt"
"SHCH-OUR-192-ASH-48X96","Test by karan","testtt"
"BOCH-120601-120","Test by karan","testtt"
"VPCH-VET-1217-100X84","Test by karan","testtt"
"PRTW-D-01-108","Test by karan","testtt"
"BOCH-193810-96","Test by karan","testtt"
"VPCH-194023-50X108","Test by karan","testtt"
"PRTW-D-12-108","Test by karan","testtt"
"BOCH-KC91C-50X108","Test by karan","testtt"
"PRTW-D-12-96","Test by karan","testtt"
"CZCH-CTZ7-GR-50X108","Test by karan","testtt"
"CZCH-CTZ4-50X96","Test by karan","testtt"
"JQCH-2012204-50X84","Test by karan","testtt"
"BOCH-KC8-50X84","Test by karan","testtt"
"PRTW-D-17-96","Test by karan","testtt"
"VPCH-VET-1214-100X96","Test by karan","testtt"
"VPCH-190622-50X84","Test by karan","testtt"
"SHFLNCH-M013-50X84","Test by karan","testtt"
"SHFLNCH-M011-50X96","Test by karan","testtt"
"PRTW-D-09-96","Test by karan","testtt"
"VPCH-194007-50X96","Test by karan","testtt"
"PRTW-D-02-108","Test by karan","testtt"
"BOCH-120601-108","Test by karan","testtt"
"BOCH-174402-108-GR","Test by karan","testtt"
"BOCH-120601-120","Test by karan","testtt"
"PRTW-D-09-120","Test by karan","testtt"
"VPCH-145002-96","Test by karan","testtt"
"SHCH-OUR-192-NAT-48X84","Test by karan","testtt"
"BOCH-KC5-50X120","Test by karan","testtt"
"SHCH-OUR-192-COC-48X96","Test by karan","testtt"
"PRTW-D-05-108","Test by karan","testtt"
"PTCH-JTSP003-108","Test by karan","testtt"
"SHFLNCH-M012-50X108","Test by karan","testtt"
"BOCH-174402-108","Test by karan","testtt"
"BOCH-190303-84","Test by karan","testtt"
"BOCH-191016-108","Test by karan","testtt"
"VPCH-141113-50X108","Test by karan","testtt"
"PTC-102-Dahlia-50X96","Test by karan","testtt"
"PTC41-JetBlack-50X108","Test by karan","testtt"
"CZCH-CTZ10-GR-50X108","Test by karan","testtt"
"PTC-54-Honey-50X108","Test by karan","testtt"
"SHFLNCH-M011-50X108","Test by karan","testtt"
"FHLCH-YL7178117-84","Test by karan","testtt"
"FHLCH-YL7178117-96","Test by karan","testtt"
"FHLCH-YL7178117-108","Test by karan","testtt"
"FHLCH-YL7178117-120","Test by karan","testtt"
"FHLCH-YL7178109-84","Test by karan","testtt"
"FHLCH-YL7178109-96","Test by karan","testtt"
"FHLCH-YL7178109-108","Test by karan","testtt"
"FHLCH-YL7178109-120","Test by karan","testtt"
"FHLCH-YL7178103-84","Test by karan","testtt"
"FHLCH-YL7178103-96","Test by karan","testtt"
"FHLCH-YL7178103-108","Test by karan","testtt"
"FHLCH-YL7178103-120","Test by karan","testtt"
"FHLCH-YL7176203-84","Test by karan","testtt"
"FHLCH-YL7176203-96","Test by karan","testtt"
"FHLCH-YL7176203-108","Test by karan","testtt"
"FHLCH-YL7176203-120","Test by karan","testtt"
"FHLCH-YL3022-84","Test by karan","testtt"
"FHLCH-YL3022-96","Test by karan","testtt"
"FHLCH-YL3022-108","Test by karan","testtt"
"FHLCH-YL3022-120","Test by karan","testtt"
"FHLCH-YL3012-84","Test by karan","testtt"
"FHLCH-YL3012-96","Test by karan","testtt"
"FHLCH-YL3012-108","Test by karan","testtt"
"FHLCH-YL3012-120","Test by karan","testtt"
"FHLCH-YL3008-84","Test by karan","testtt"
"FHLCH-YL3008-96","Test by karan","testtt"
"FHLCH-YL3008-108","Test by karan","testtt"
"FHLCH-YL3008-120","Test by karan","testtt"
"FHLCH-YL3010B-84","Test by karan","testtt"
"FHLCH-YL3010B-96","Test by karan","testtt"
"FHLCH-YL3010B-108","Test by karan","testtt"
"FHLCH-YL3010B-120","Test by karan","testtt"
"FHLCH-YL5003-84","Test by karan","testtt"
"FHLCH-YL5003-96","Test by karan","testtt"
"FHLCH-YL5003-108","Test by karan","testtt"
"FHLCH-YL5003-120","Test by karan","testtt"
"FHLCH-YL7176217-84","Test by karan","testtt"
"FHLCH-YL7176217-96","Test by karan","testtt"
"FHLCH-YL7176217-108","Test by karan","testtt"
"FHLCH-YL7176217-120","Test by karan","testtt"
"FHLCH-YL7176209-84","Test by karan","testtt"
"FHLCH-YL7176209-96","Test by karan","testtt"
"FHLCH-YL7176209-108","Test by karan","testtt"
"FHLCH-YL7176209-120","Test by karan","testtt"
"BOCH-KC20-84","Test by karan","testtt"
"BOCH-KC20-96","Test by karan","testtt"
"BOCH-KC20-108","Test by karan","testtt"
"BOCH-KC20-120","Test by karan","testtt"
"BOCH-KC21-84","Test by karan","testtt"
"BOCH-KC21-96","Test by karan","testtt"
"BOCH-KC21-108","Test by karan","testtt"
"BOCH-KC21-120","Test by karan","testtt"
"BOCH-KC22-84","Test by karan","testtt"
"BOCH-KC22-96","Test by karan","testtt"
"BOCH-KC22-108","Test by karan","testtt"
"BOCH-KC22-120","Test by karan","testtt"
"BOCH-KC23-84","Test by karan","testtt"
"BOCH-KC23-96","Test by karan","testtt"
"BOCH-KC23-108","Test by karan","testtt"
"BOCH-KC23-120","Test by karan","testtt"
"BOCH-KC24-84","Test by karan","testtt"
"BOCH-KC24-96","Test by karan","testtt"
"BOCH-KC24-108","Test by karan","testtt"
"BOCH-KC24-120","Test by karan","testtt"
"BOCH-KC25-84","Test by karan","testtt"
"BOCH-KC25-96","Test by karan","testtt"
"BOCH-KC25-108","Test by karan","testtt"
"BOCH-KC25-120","Test by karan","testtt"
"BOCH-KC26-84","Test by karan","testtt"
"BOCH-KC26-96","Test by karan","testtt"
"BOCH-KC26-108","Test by karan","testtt"
"BOCH-KC26-120","Test by karan","testtt"
"BOCH-KC27-84","Test by karan","testtt"
"BOCH-KC27-96","Test by karan","testtt"
"BOCH-KC27-108","Test by karan","testtt"
"BOCH-KC27-120","Test by karan","testtt"
"BOCH-KC28-84","Test by karan","testtt"
"BOCH-KC28-96","Test by karan","testtt"
"BOCH-KC28-108","Test by karan","testtt"
"BOCH-KC28-120","Test by karan","testtt"
"BOCH-KC29-84","Test by karan","testtt"
"BOCH-KC29-96","Test by karan","testtt"
"BOCH-KC29-108","Test by karan","testtt"
"BOCH-KC29-120","Test by karan","testtt"
"BOCH-KC30-84","Test by karan","testtt"
"BOCH-KC30-96","Test by karan","testtt"
"BOCH-KC30-108","Test by karan","testtt"
"BOCH-KC30-120","Test by karan","testtt"
"BOCH-KC31-84","Test by karan","testtt"
"BOCH-KC31-96","Test by karan","testtt"
"BOCH-KC31-108","Test by karan","testtt"
"BOCH-KC31-120","Test by karan","testtt"
"BOCH-KC32-84","Test by karan","testtt"
"BOCH-KC32-96","Test by karan","testtt"
"BOCH-KC32-108","Test by karan","testtt"
"BOCH-KC32-120","Test by karan","testtt"
"BOCH-KC33-84","Test by karan","testtt"
"BOCH-KC33-96","Test by karan","testtt"
"BOCH-KC33-108","Test by karan","testtt"
"BOCH-KC33-120","Test by karan","testtt"
"BOCH-KC34-84","Test by karan","testtt"
"BOCH-KC34-96","Test by karan","testtt"
"BOCH-KC34-108","Test by karan","testtt"
"BOCH-KC34-120","Test by karan","testtt"
"BOCH-KC35-84","Test by karan","testtt"
"BOCH-KC35-96","Test by karan","testtt"
"BOCH-KC35-108","Test by karan","testtt"
"BOCH-KC35-120","Test by karan","testtt"
"BOCH-KC36-84","Test by karan","testtt"
"BOCH-KC36-96","Test by karan","testtt"
"BOCH-KC36-108","Test by karan","testtt"
"BOCH-KC36-120","Test by karan","testtt"
"PRTW-D20-84","Test by karan","testtt"
"PRTW-D20-96","Test by karan","testtt"
"PRTW-D20-108","Test by karan","testtt"
"PRTW-D20-120","Test by karan","testtt"
"PRTW-D21-84","Test by karan","testtt"
"PRTW-D21-96","Test by karan","testtt"
"PRTW-D21-108","Test by karan","testtt"
"PRTW-D21-120","Test by karan","testtt"
"PRTW-D22-84","Test by karan","testtt"
"PRTW-D22-96","Test by karan","testtt"
"PRTW-D22-108","Test by karan","testtt"
"PRTW-D22-120","Test by karan","testtt"
"PRTW-D23-84","Test by karan","testtt"
"PRTW-D23-96","Test by karan","testtt"
"PRTW-D23-108","Test by karan","testtt"
"PRTW-D23-120","Test by karan","testtt"
"PRTW-D24A-84","Test by karan","testtt"
"PRTW-D24A-96","Test by karan","testtt"
"PRTW-D24A-108","Test by karan","testtt"
"PRTW-D24A-120","Test by karan","testtt"
"PRTW-D24B-84","Test by karan","testtt"
"PRTW-D24B-96","Test by karan","testtt"
"PRTW-D24B-108","Test by karan","testtt"
"PRTW-D24B-120","Test by karan","testtt"
"PRTW-D25-84","Test by karan","testtt"
"PRTW-D25-96","Test by karan","testtt"
"PRTW-D25-108","Test by karan","testtt"
"PRTW-D25-120","Test by karan","testtt"
"PRTW-D26-84","Test by karan","testtt"
"PRTW-D26-96","Test by karan","testtt"
"PRTW-D26-108","Test by karan","testtt"
"PRTW-D26-120","Test by karan","testtt"
"PRTW-D27-84","Test by karan","testtt"
"PRTW-D27-96","Test by karan","testtt"
"PRTW-D27-108","Test by karan","testtt"
"PRTW-D27-120","Test by karan","testtt"
"PRTW-D28-84","Test by karan","testtt"
"PRTW-D28-96","Test by karan","testtt"
"PRTW-D28-108","Test by karan","testtt"
"PRTW-D28-120","Test by karan","testtt"
"PRTW-D29A-84","Test by karan","testtt"
"PRTW-D29A-96","Test by karan","testtt"
"PRTW-D29A-108","Test by karan","testtt"
"PRTW-D29A-120","Test by karan","testtt"
"PRTW-D29B-84","Test by karan","testtt"
"PRTW-D29B-96","Test by karan","testtt"
"PRTW-D29B-108","Test by karan","testtt"
"PRTW-D29B-120","Test by karan","testtt"
"PRTW-D30-84","Test by karan","testtt"
"PRTW-D30-96","Test by karan","testtt"
"PRTW-D30-108","Test by karan","testtt"
"PRTW-D30-120","Test by karan","testtt"
"PRTW-D31-84","Test by karan","testtt"
"PRTW-D31-96","Test by karan","testtt"
"PRTW-D31-108","Test by karan","testtt"
"PRTW-D31-120","Test by karan","testtt"
"PRTW-D32-84","Test by karan","testtt"
"PRTW-D32-96","Test by karan","testtt"
"PRTW-D32-108","Test by karan","testtt"
"PRTW-D32-120","Test by karan","testtt"
"PRTW-D33-84","Test by karan","testtt"
"PRTW-D33-96","Test by karan","testtt"
"PRTW-D33-108","Test by karan","testtt"
"PRTW-D33-120","Test by karan","testtt"
"VPCH-194023-96","Test by karan","testtt"
"SHFLNCH-M013-50X108","Test by karan","testtt"
"BOCH-KC6-96","Test by karan","testtt"
"BOCH-191016-120-GR","Test by karan","testtt"
"SHFLNCH-M018-50X96","Test by karan","testtt"
"BOCH-131009-108","Test by karan","testtt"
"CZCH-CTZ7-GR-50X96","Test by karan","testtt"
"PTC-003-Mediterranean-50X84","Test by karan","testtt"
"VPCH-VET-1214-100X120","Test by karan","testtt"
"PT-SLK-211-50X120","Test by karan","testtt"
"PRTW-D-04-108","Test by karan","testtt"
"FHLCH-AJ416-GR-50X108","Test by karan","testtt"
"VCCH-VET1202-108","Test by karan","testtt"
"SHFLNCH-M012-50X120","Test by karan","testtt"
"SHFLNCH-M015-50X108","Test by karan","testtt"
"CUST-ID-37-50X96","Test by karan","testtt"
"SHFLNCH-M013-50X96","Test by karan","testtt"
"VPCH-194007-120","Test by karan","testtt"
"VCCH-VET1206-84","Test by karan","testtt"
"PTSCH-11087-50X120","Test by karan","testtt"
"VCCH-VET1201-84","Test by karan","testtt"
"BOCH-120601-84-GR","Test by karan","testtt"
"VPCH-VET-1216-100X84","Test by karan","testtt"
"VCCH-VET1208-84","Test by karan","testtt"
"CZCH-CTZ6-50X96","Test by karan","testtt"
"FHLCH-AJ411-GR-50X120","Test by karan","testtt"
"CZCH-CTZ8-GR-50X96","Test by karan","testtt"
"PTSCH-11091-50X120","Test by karan","testtt"
"CZCH-CTZ8-50X96","Test by karan","testtt"
"SHLNCH-GB1001031-50X108","Test by karan","testtt"
"BOCH-191016-84","Test by karan","testtt"
"SHFLNCH-M012-50X84","Test by karan","testtt"
"CUST-ID-9-50X84","Test by karan","testtt"
"PTSCH-11098-84","Test by karan","testtt"
"SHFLNCH-M015-50X96","Test by karan","testtt"
"BOCH-KC1-50X120","Test by karan","testtt"
"SHLNCH-GB1001031-120","Test by karan","testtt"
"PTFS-4-2012-84","Test by karan","testtt"
"PTS-SLK184-84","Test by karan","testtt"
"BOCH-KC31-84","Test by karan","testtt"
"FHLCH-YL5003-96","Test by karan","testtt"
"PRTW-D-16-84","Test by karan","testtt"
"PRTW-D20-84","Test by karan","testtt"
"PTS-SLK184-120","Test by karan","testtt"
"PTS-SLK184-108","Test by karan","testtt"
"VCCH-VET1209-84","Test by karan","testtt"
"VPCH-110602-96","Test by karan","testtt"
"VCCH-VET1208-120","Test by karan","testtt"
"VCCH-VET1201-108","Test by karan","testtt"
"VCCH-VET1201-96","Test by karan","testtt"
"VPCH-VET-1211-100X120","Test by karan","testtt"
"FHLCH-YL7176209-96","Test by karan","testtt"
"CZCH-CTZ1-84-GR","Test by karan","testtt"
"DIS-ID9-108","Test by karan","testtt"
"PTCH-JTSP27-108","Test by karan","testtt"
"VCCH-VET1205-96","Test by karan","testtt"
"FHLCH-YL3022-96","Test by karan","testtt"
"PEFCH-Chai-120","Test by karan","testtt"
"PRTW-D23-96","Test by karan","testtt"
"PRTW-D-13-120","Test by karan","testtt"
"VPCH-184005-96","Test by karan","testtt"
"SHCH-EMB20131A-96","Test by karan","testtt"
"PTCH-JTSP005-96","Test by karan","testtt"
"BOCH-KC31-108","Test by karan","testtt"
"PRTW-D24B-84","Test by karan","testtt"
"JQCH-201268-84","Test by karan","testtt"
"BOCH-KC27-108","Test by karan","testtt"
"PDCH-KBS11-84","Test by karan","testtt"
"CZCH-CTZ1-96-GR","Test by karan","testtt"
"SHCH-EMBOCS3595-108","Test by karan","testtt"
"VPCH-VET1216-96","Test by karan","testtt"
"BOCH-KC24-108","Test by karan","testtt"
"PDCH-KBS8-108","Test by karan","testtt"
"PTFS-5-2012-108","Test by karan","testtt"
"VPCH-110602-108","Test by karan","testtt"
"VPCH-VET1217-84","Test by karan","testtt"
"JQCH-201266-96","Test by karan","testtt"
"BOCH-193810-96","Test by karan","testtt"
"BOCH-KC91B-108","Test by karan","testtt"
"PRTW-D22-108","Test by karan","testtt"
"CZCH-CTZ6-96","Test by karan","testtt"
"PDCH-KBS11-108","Test by karan","testtt"
"VPCH-192315-96","Test by karan","testtt"
"PRTW-D33-84","Test by karan","testtt"
"PRTW-D25-84","Test by karan","testtt"
"PDCH-KBS9-120","Test by karan","testtt"
"PTFBW50X96","Test by karan","testtt"
"PTCH-JTSP27-96","Test by karan","testtt"
"FHLCH-YL7176203-84","Test by karan","testtt"
"CZCH-CTZ6-108","Test by karan","testtt"
"VPCH-141113-108","Test by karan","testtt"
"PRTW-D20-108","Test by karan","testtt"
"VPCH-VET1217-120","Test by karan","testtt"
"ID15-50X96","Test by karan","testtt"
"VCCH-VET1209-96","Test by karan","testtt"
"BOCH-KC27-120","Test by karan","testtt"
"PTSCH-13402-96","Test by karan","testtt"
"PTSCH-13403-96","Test by karan","testtt"
"PTCH-JTSP54-84","Test by karan","testtt"
"VCCH-VET1201-84","Test by karan","testtt"
"PRTW-D-02-84","Test by karan","testtt"
"SHLNCH-GB1001033-96","Test by karan","testtt"
"BOC-19-1725-108","Test by karan","testtt"
"PDCH-KBS11-96","Test by karan","testtt"
"CZCH-CTZ8-50X108","Test by karan","testtt"
"VPCH-192018-108","Test by karan","testtt"
